Random,Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy,(Inverter),
0.8091144993,10/15/2016,12,1,7.15,20.27,17.05,81.51,13,29.26,30.05,773.25,,
0.3548554268,10/15/2016,13,0.89,9.08,22.63,17.59,74.81,15.65,29.23,30.02,1382.25,,
0.6591285039,10/15/2016,14,0.43,10,24.27,17.88,68.08,16.48,29.21,30,3244,,
0.4680723441,10/15/2016,15,0.01,10,24.52,17.98,65.76,15.2,29.2,29.99,2512.25,,
0.3603672702,10/15/2016,16,0,10,23.77,17.49,66.32,12,29.2,29.99,1460.25,,
0.2714551175,10/15/2016,17,0,10,22.03,16.91,70.08,12.52,29.19,29.98,404,,
0.4215198078,10/16/2016,6,1,10,19.04,16.63,83.68,10.6,29.16,29.95,0,,
0.8936412849,10/16/2016,7,1,8.87,18.38,16.88,88.21,13.69,29.17,29.97,42.92,,
0.8725932513,10/16/2016,8,0.93,7.18,18.13,17.66,93.93,12.21,29.18,29.98,110.6,,
0.383329697,10/16/2016,9,1,8.1,18.23,17.99,94.12,10.03,29.19,29.98,59.9,,
0.9085119728,10/16/2016,10,1,9.92,18.47,17.92,90.12,8.84,29.19,29.98,230.33,,
0.258228583,10/16/2016,11,1,9.89,19.03,18.05,90.92,8.15,29.18,29.97,430.25,,
0.0576667001,10/16/2016,12,1,9.96,20.25,18.64,87.12,9.36,29.16,29.95,970.25,,
0.8436127286,10/16/2016,13,1,10,21.31,18.93,79.61,9.62,29.14,29.93,1172.25,,
0.2310731611,10/16/2016,14,1,10,22.61,19.48,75.68,7.96,29.12,29.91,1295,,
0.8032895944,10/16/2016,15,1,10,22.48,19.57,79.2,7.36,29.11,29.9,815.25,,
0.6324821084,10/16/2016,16,0.65,10,21.92,19.51,81.76,6.48,29.1,29.89,686.75,,
0.4491673568,10/16/2016,17,0.48,10,20.28,18.91,87.96,8.04,29.09,29.88,311.35,,
0.4122621317,10/17/2016,6,0.73,9.04,18.81,17.64,88.8,10.92,29,29.79,0,,
0.694511283,10/17/2016,7,0.98,10,19.51,17.64,85.8,13.8,29,29.79,115.35,,
0.7082515361,10/17/2016,8,0.75,10,21.14,18.29,80.36,15.44,28.99,29.78,792,,
0.4503485458,10/17/2016,9,0.83,10,23.29,18.92,73.68,16.24,28.98,29.77,1989.75,,
0.2034847778,10/17/2016,10,0.43,10,25.18,19.26,69,20.84,28.95,29.74,3172,,
0.0694572083,10/17/2016,11,0.14,10,26.93,19.29,62.88,21.32,28.93,29.71,4024.75,,
0.3688341887,10/17/2016,12,0,10,28.24,19.2,56.92,22.56,28.89,29.68,4219.75,,
0.2129930011,10/17/2016,13,0,10,29.28,19.13,52.28,21.2,28.87,29.65,4095.75,,
0.5114725914,10/17/2016,14,0,10,29.5,18.73,48.96,22,28.84,29.62,3501.75,,
0.0971881147,10/17/2016,15,0,10,29.04,18,49.28,21,28.82,29.6,2736.75,,
0.0448956005,10/17/2016,16,0,10,27.75,18,51.64,22.56,28.82,29.6,1520.75,,
0.303359282,10/17/2016,17,0,10,26.1,17.7,56.16,20.2,28.82,29.6,342.25,,
0.9920311042,10/18/2016,6,0,10,20.88,18.08,80.28,12.76,28.9,29.68,0,,
0.1999076745,10/18/2016,7,0.24,10,21.59,18.42,77.08,15.08,28.91,29.7,151.92,,
0.6672974748,10/18/2016,8,1,10,22.17,18.64,77.8,16.52,28.92,29.71,506,,
0.7464477525,10/18/2016,9,1,10,23.04,18.97,76.16,16.46,28.95,29.73,249,,
0.48046481,10/18/2016,10,1,10,24.53,19.43,70.78,17.89,28.95,29.74,735.5,,
0.6455350984,10/18/2016,11,1,10,25.32,19.83,70.81,16.15,28.96,29.75,1699.75,,
0.3790117239,10/18/2016,12,1,10,25.44,19.99,69.56,13.8,28.96,29.75,1671.25,,
0.9541841326,10/18/2016,13,1,10,25.63,19.95,68.16,12,28.97,29.76,590.5,,
0.8150383262,10/18/2016,14,0.5,10,26.53,19.89,65,10.48,28.98,29.77,810.75,,
0.6913248028,10/18/2016,15,0.73,10,26.79,19.19,60,10.12,28.99,29.78,1421.5,,
0.6467817493,10/18/2016,16,0.63,10,25.94,17.88,59.28,10.64,29.01,29.8,1435.25,,
0.046451306,10/18/2016,17,0.4,10,22.88,15.95,59.52,8.6,29.04,29.83,241.6,,
0.6940917217,10/19/2016,6,0,4.56,10.87,11.89,94.8,5.68,29.28,30.07,0,,
0.428718654,10/19/2016,7,0.28,6.48,13.29,12.94,89.6,2.68,29.3,30.09,216.15,,
0.7978400895,10/19/2016,8,0,10,16.86,13.66,79.41,4.44,29.31,30.1,1198.25,,
0.3684398448,10/19/2016,9,0.39,10,19.28,12.51,65.08,4.8,29.31,30.11,2013.75,,
0.5489631349,10/19/2016,10,0.92,10,19.69,11.46,58.84,5.36,29.31,30.11,1607,,
0.6537059534,10/19/2016,11,0.55,10,20.04,11.29,55.64,6.08,29.3,30.1,1136.75,,
0.645853206,10/19/2016,12,0.58,9.7,19.99,11.34,54.92,7.68,29.27,30.06,1012.5,,
0.6313284135,10/19/2016,13,0.92,10,19.19,12.27,61.72,7.12,29.26,30.05,339.25,,
0.5493893216,10/19/2016,14,1,10,18.43,12.52,63.72,6.44,29.24,30.03,206.5,,
0.2239373873,10/19/2016,15,1,10,17.66,13.37,73.24,7.76,29.23,30.02,300.75,,
0.2836476171,10/19/2016,16,1,10,17.51,12.67,69.72,7.44,29.24,30.03,139.45,,
0.699420284,10/19/2016,17,1,10,16.9,12.82,73.4,8.4,29.25,30.05,20.56,,
0.7905544508,10/20/2016,6,1,7.54,12.89,12.65,95.34,8.55,29.28,30.07,0,,
0.1942701179,10/20/2016,7,1,7.68,12.63,12.38,95.66,2.92,29.28,30.07,1.36,,
0.7002334958,10/20/2016,8,1,8.52,12.77,12.22,93,7.23,29.29,30.08,83.13,,
0.315721052,10/20/2016,9,1,9.7,13.42,12.64,92.89,7.35,29.29,30.08,246,,
0.9366204636,10/20/2016,10,1,10,13.98,13.11,91.8,7.72,29.29,30.08,680.25,,
0.1647340644,10/20/2016,11,0.99,10,14.23,13.23,92.15,7.35,29.3,30.09,607.25,,
0.9163036258,10/20/2016,12,1,10,15.03,13.76,89.54,9.69,29.29,30.08,989.5,,
0.8575907624,10/20/2016,13,0.98,10,15.55,13.3,82.62,16,29.27,30.07,1380.75,,
0.483098798,10/20/2016,14,0.89,10,15.56,12.19,78.28,15.82,29.27,30.07,1378.75,,
0.4328980919,10/20/2016,15,0.98,10,14.29,11.4,78.58,17.08,29.29,30.08,1371,,
0.0390256415,10/20/2016,16,1,10,12.95,11.31,86.72,11.92,29.31,30.1,301.23,,
0.2712060816,10/20/2016,17,1,9.96,12.35,10.61,83.44,9.84,29.31,30.11,52.98,,
0.9362489539,10/21/2016,6,0.38,10,3.79,2.73,87.76,9.24,29.36,30.15,0,,
0.091144186,10/21/2016,7,0.97,10,5.07,3.37,80.92,11.28,29.38,30.17,90.07,,
0.4891354835,10/21/2016,8,0.9,10,7.3,3.99,77.84,13,29.39,30.19,544.25,,
0.8641859838,10/21/2016,9,0.54,10,9.61,5.05,71.88,13.08,29.39,30.19,2650.75,,
0.1216671874,10/21/2016,10,0.83,10,10.74,5.95,71.35,9.42,29.39,30.19,2587,,
0.0571711611,10/21/2016,11,0.65,10,11.7,5.98,64.72,8.4,29.38,30.18,2801.5,,
0.9656902528,10/21/2016,12,0.92,10,12.73,5.77,60.85,9.44,29.36,30.16,2109.75,,
0.743348425,10/21/2016,13,0.84,10,13.38,4.43,52.84,10,29.35,30.14,1806,,
0.6419496459,10/21/2016,14,0.55,10,13.47,3.91,49.72,10.12,29.34,30.13,2302.5,,
0.7076000851,10/21/2016,15,0.14,10,13.31,3.36,49,10.68,29.34,30.13,3202.25,,
0.2684391199,10/21/2016,16,0.01,10,12.29,3.02,51.56,10.56,29.34,30.13,1612.75,,
0.9319585999,10/21/2016,17,0.28,10,9.81,3.28,60.52,6.76,29.34,30.14,274.7,,
0.3995107713,10/22/2016,6,0,10,0.89,-0.01,88.84,5.88,29.34,30.14,0,,
0.113697734,10/22/2016,7,0.14,10,3.08,1.25,79.24,2.56,29.35,30.15,196,,
0.5743373153,10/22/2016,8,0.41,10,7.23,2.04,67.35,4.41,29.36,30.16,1421.5,,
0.0053365983,10/22/2016,9,0.28,10,10.44,1.62,51.72,7.36,29.37,30.17,2796.5,,
0.0976052093,10/22/2016,10,0.52,10,12.32,2.1,47.72,7.32,29.35,30.15,3666.5,,
0.2145181138,10/22/2016,11,0,10,13.83,2.97,46.68,7.72,29.34,30.13,4162.75,,
0.301042689,10/22/2016,12,0.88,10,15.22,4.32,46,7.76,29.31,30.1,4365.5,,
0.1574773395,10/22/2016,13,0.14,10,16.11,4.96,45.68,10.88,29.28,30.07,4244.25,,
0.2344874253,10/22/2016,14,0,10,16.6,5.23,44.36,10.44,29.27,30.06,3747.75,,
0.5320209987,10/22/2016,15,0,10,16.52,5.65,45.96,10.12,29.26,30.05,2872.25,,
0.6489690249,10/22/2016,16,0,10,15.48,5.86,49.92,8.2,29.26,30.05,1577.75,,
0.8278770905,10/22/2016,17,0,10,12.37,6.14,60,5.48,29.25,30.04,297.4,,
0.7091422607,10/23/2016,6,0.14,9.04,6.36,6.31,88.04,5.4,29.24,30.03,0,,
0.0857607792,10/23/2016,7,0.14,10,10.11,7.83,79.16,6.76,29.24,30.03,164.45,,
0.3817952909,10/23/2016,8,0.14,10,12.93,8.92,74.04,12.04,29.24,30.03,1331.25,,
0.6452506369,10/23/2016,9,0,10,16.06,10.17,65.96,14,29.23,30.02,2669,,
0.0677706746,10/23/2016,10,0,10,19.05,10.76,55.6,14.72,29.22,30.01,3580.5,,
0.2995734452,10/23/2016,11,0,10,21.39,10.68,48.36,14.36,29.2,29.99,4106,,
0.1856030331,10/23/2016,12,0,10,22.86,11.03,45.56,16.36,29.17,29.96,4296.75,,
0.030334987,10/23/2016,13,0,9.04,23.89,11.31,43.6,18.4,29.15,29.94,4148.25,,
0.4091660003,10/23/2016,14,0.14,5.84,24.21,11.41,42.88,19.16,29.14,29.93,3633.5,,
0.6104456754,10/23/2016,15,0.14,10,23.97,11.44,43.52,17.84,29.16,29.95,2717.5,,
0.8151182784,10/23/2016,16,0,10,22.77,11.56,46.28,11.52,29.17,29.96,1445,,
0.2132313878,10/23/2016,17,0,10,19.77,11.55,55.56,10.76,29.19,29.98,253.45,,
0.2972223139,10/24/2016,6,0,10,6.37,6.8,93.8,8.4,29.49,30.3,0,,
0.9770338347,10/24/2016,7,0,10,8.39,7.18,87.28,7.8,29.53,30.33,157.57,,
0.5855081342,10/24/2016,8,0,10,11,7.12,72.72,9.84,29.56,30.36,1269,,
0.6128052897,10/24/2016,9,0,10,13.04,6.13,60.4,11.6,29.57,30.37,2610.75,,
0.0372827037,10/24/2016,10,0,10,14.31,5.95,56.92,10.04,29.57,30.37,3695.25,,
0.5758967909,10/24/2016,11,0,10,15.3,6.54,56.4,8,29.57,30.37,4207,,
0.6729991988,10/24/2016,12,0,10,16.04,5.77,49.8,7.76,29.56,30.36,4419.25,,
0.1859170373,10/24/2016,13,0,10,16.43,5.32,47.24,7,29.55,30.35,4016.75,,
0.0384087681,10/24/2016,14,0,10,16.6,5.01,46.8,5,29.55,30.35,2507.75,,
0.2524592106,10/24/2016,15,0,8.08,16.34,4.35,43.56,6.08,29.55,30.35,1910.75,,
0.1875693232,10/24/2016,16,0,10,15.17,4.44,46.24,7,29.54,30.34,1013.5,,
0.6386108804,10/24/2016,17,0,10,11.71,4.57,55.56,5.36,29.55,30.35,179.55,,
0.6000461506,10/25/2016,6,0,9.04,5.25,3.98,88.88,7.08,29.59,30.39,0,,
0.3409929739,10/25/2016,7,0,10,6.1,4.4,87.8,7.96,29.61,30.41,53.59,,
0.6299331936,10/25/2016,8,0.62,10,7.99,4.96,81.92,8.4,29.63,30.43,400,,
0.7556239935,10/25/2016,9,0.14,10,9.53,5.39,75.8,7.72,29.62,30.42,1061.5,,
0.5722217739,10/25/2016,10,0.42,10,11.57,5.54,68.56,6.44,29.62,30.42,1552.5,,
0.2970521974,10/25/2016,11,0.96,10,13.4,5.43,60.2,4.8,29.6,30.4,2055.75,,
0.1199394583,10/25/2016,12,0.99,10,14.35,5.26,56.12,7.96,29.57,30.37,2262.5,,
0.4732379422,10/25/2016,13,0.73,10,15.26,4.52,49.96,9.04,29.55,30.35,1423.75,,
0.0985748877,10/25/2016,14,0.4,10,15.18,4.25,48.44,7.76,29.52,30.32,1598.5,,
0.2069284969,10/25/2016,15,0.99,10,14.82,4.09,48.64,7.64,29.52,30.32,961.5,,
0.0809564269,10/25/2016,16,0.83,10,13.8,4.88,54.2,8.12,29.51,30.31,377,,
0.9388387583,10/25/2016,17,1,10,12.88,5.93,62.44,8.4,29.51,30.31,128.83,,
0.8897667371,10/26/2016,6,0.17,10,9.07,7.6,89.08,8.52,29.39,30.19,0,,
0.7845447483,10/26/2016,7,0.16,10,9.35,7.31,86,11.24,29.39,30.19,41.12,,
0.7368183034,10/26/2016,8,0.83,10,10.17,7.47,80.96,13.04,29.38,30.18,395.25,,
0.894966742,10/26/2016,9,0.71,10,11.36,7.54,78.08,15.68,29.35,30.15,607,,
0.3483868472,10/26/2016,10,0.31,10,13.63,8.18,73.8,15.68,29.34,30.14,1117.75,,
0.4796914055,10/26/2016,11,0.62,10,15.95,8.88,67.68,14.32,29.31,30.1,1771.75,,
0.0289818279,10/26/2016,12,0.62,10,17.62,9.57,63.28,10.6,29.28,30.07,1719.75,,
0.470055365,10/26/2016,13,0.98,7.09,16.41,11.81,75.29,8.31,29.25,30.05,693.25,,
0.7711975831,10/26/2016,14,1,7.69,15.38,13.1,86.77,6.96,29.23,30.02,74.25,,
0.797737004,10/26/2016,15,1,9.76,15.33,14.23,89.88,7.32,29.24,30.03,70.98,,
0.1128962727,10/26/2016,16,1,8.12,15.2,14.67,92.36,7.68,29.24,30.03,43.65,,
0.8955725865,10/26/2016,17,1,9.7,15.23,14.82,96.58,7.76,29.22,30.01,5.71,,
0.696448352,10/27/2016,6,1,10,8.96,7.6,88.89,8.42,29.36,30.16,0,,
0.4991131586,10/27/2016,7,1,10,9.19,7.92,88.24,9.36,29.39,30.19,21.43,,
0.9657960683,10/27/2016,8,1,10,9.57,8.27,89.72,9.4,29.4,30.2,163.93,,
0.5407972466,10/27/2016,9,1,10,10.06,8.58,89.72,11.64,29.42,30.22,452.5,,
0.0365035268,10/27/2016,10,1,8.08,10.3,8.67,88.32,8.84,29.44,30.24,671,,
0.9508256149,10/27/2016,11,1,10,10.65,8.36,82.76,9,29.45,30.25,515.75,,
0.856620078,10/27/2016,12,1,10,10.5,8.15,84.49,10.36,29.45,30.25,432.25,,
0.8133741678,10/27/2016,13,1,10,10.61,7.82,83.72,8.68,29.45,30.25,483.25,,
0.7526199969,10/27/2016,14,1,10,10.69,7.41,80.72,7,29.45,30.25,376,,
0.7403052461,10/27/2016,15,1,10,10.59,7.08,79.76,6.28,29.46,30.26,481.5,,
0.245442779,10/27/2016,16,1,10,10.33,7.03,81.6,4.4,29.45,30.25,487.5,,
0.6120455742,10/27/2016,17,1,10,9.94,6.96,81.68,2.16,29.46,30.26,123.38,,
0.8997604866,10/28/2016,6,0,3.36,5.19,5.34,98.44,5.64,29.46,30.26,0,,
0.6193136312,10/28/2016,7,0,4.32,6.92,6.41,95.88,7,29.46,30.26,138.68,,
0.3502155603,10/28/2016,8,0,8.92,9.59,8.36,88.24,10.96,29.46,30.26,974.5,,
0.0621991653,10/28/2016,9,0,10,11.63,9.26,81.92,14.76,29.45,30.25,2313.75,,
0.9277456715,10/28/2016,10,0.42,10,13.77,10.28,78.2,15.6,29.43,30.23,2304.5,,
0.0192551147,10/28/2016,11,0.14,10,15.82,11.28,74.16,15,29.4,30.19,2654.25,,
0.562273311,10/28/2016,12,0,10,17.83,12.56,70.88,16.6,29.36,30.15,3935.25,,
0.6163856676,10/28/2016,13,0,10,19.29,14.08,70.48,16.4,29.31,30.1,3766.75,,
0.4542149429,10/28/2016,14,0,10,19.42,14.74,70.8,15.08,29.3,30.09,2874.75,,
0.588032074,10/28/2016,15,0,10,19.19,14.77,70.88,14.72,29.29,30.08,2007,,
0.5936608333,10/28/2016,16,0,10,18.03,14.39,76.4,12.72,29.28,30.07,999,,
0.7458134687,10/28/2016,17,0,10,16.71,13.95,80.76,10.8,29.28,30.07,146.3,,
0.4936952274,10/29/2016,6,0,10,17.02,14.93,83.76,15.6,29.2,29.99,0,,
0.4620115522,10/29/2016,7,0.14,10,17.68,15.03,81.84,14.96,29.22,30.01,89.68,,
0.5969600307,10/29/2016,8,0,10,19.91,15.65,76.44,17.76,29.22,30.01,1092.25,,
0.3202819463,10/29/2016,9,0,10,21.51,16.06,69.76,16.56,29.22,30.01,1681.25,,
0.6608208385,10/29/2016,10,0,10,23.72,15.64,59.36,20.32,29.22,30.01,1830.5,,
0.7495602085,10/29/2016,11,0,10,25.25,15.8,56.4,20.04,29.21,30,2722,,
0.6805360264,10/29/2016,12,0,10,26.02,15.71,52.4,17.8,29.18,29.97,3668.75,,
0.1096774666,10/29/2016,13,0,10,26.41,15.5,50.72,19.08,29.16,29.95,3727.75,,
0.8038596795,10/29/2016,14,0,10,26.53,15.49,49.52,16.16,29.15,29.94,2842,,
0.4345535054,10/29/2016,15,0,10,25.78,15.71,51.24,14.6,29.15,29.94,1759.25,,
0.9696271985,10/29/2016,16,0,10,24.07,16.37,59.2,11.12,29.16,29.95,785.25,,
0.9769672921,10/29/2016,17,0,10,22,15.96,63.28,9.4,29.17,29.96,111.5,,
0.7160562398,10/30/2016,6,0.38,6.16,13.54,12.66,92.88,10.2,29.23,30.02,0,,
0.9742406819,10/30/2016,7,0.93,9.71,13.32,12.1,90.67,13.63,29.27,30.06,56.1,,
0.2872696987,10/30/2016,8,0.99,10,14.11,11.83,85,12.07,29.28,30.08,294.75,,
0.8410350648,10/30/2016,9,1,10,14.82,11.67,82.73,11.23,29.31,30.1,948.25,,
0.7897539062,10/30/2016,10,0.84,10,15.94,11.68,75.19,13.5,29.33,30.13,1651.5,,
0.5646840632,10/30/2016,11,0.91,10,16.76,11.1,69.04,14.08,29.34,30.13,2721,,
0.2191450002,10/30/2016,12,0.64,10,17.65,10.81,62.44,13.64,29.33,30.12,2565,,
0.0531893589,10/30/2016,13,0.98,10,17.69,10.74,62.84,13.16,29.34,30.13,3423.25,,
0.2043936292,10/30/2016,14,0.73,10,17.08,10.42,63.48,12.4,29.35,30.14,2345.5,,
0.8452184515,10/30/2016,15,0.45,10,16.25,9.81,64.28,13.72,29.36,30.16,1750.75,,
0.2989224982,10/30/2016,16,0.02,10,14.95,9.03,21.5,14.12,8.53,30.16,1009.75,,
0.8054955585,10/30/2016,17,0.03,10,12.88,8.56,21.66,10.48,8.53,30.19,174.6,,
0.16395782,10/31/2016,6,0.14,10,6.66,5.62,92.84,7.44,29.35,30.15,0,,
0.9859488502,10/31/2016,7,0,10,7.6,6.18,91.44,8.4,29.36,30.15,76.08,,
0.4157052131,10/31/2016,8,0,10,9.31,7.48,88.24,7.48,29.35,30.15,571.5,,
0.7818932934,10/31/2016,9,0,10,11.69,8.95,82.88,10.48,29.34,30.14,1785.5,,
0.4112561336,10/31/2016,10,0.03,10,13.62,10,77.66,9.81,29.33,30.13,2739,,
0.7457556429,10/31/2016,11,0.04,10,15.01,11.09,72.32,11.24,29.3,30.09,2290.75,,
0.5562156951,10/31/2016,12,0.03,10,16.71,12.58,70.08,12.28,29.26,30.05,1695.25,,
0.6538237196,10/31/2016,13,0.05,10,18.13,13.17,70.35,12.23,29.23,30.02,3443.5,,
0.1178075548,10/31/2016,14,0,10,19.19,13.92,70.68,10.6,29.2,29.99,2883.5,,
0.4648815559,10/31/2016,15,0,10,19.5,14.4,38.53,10.64,15.41,29.98,1607.5,,
0.1628563101,10/31/2016,16,0,10,18.58,14.29,21.62,9.04,8.52,29.96,932.75,,
0.518889775,10/31/2016,17,0,10,16.32,14.04,21.97,9,8.52,29.96,109.17,,
0.6570190962,11/1/2016,6,0,9.96,15.97,14.77,89.88,6.84,29.15,29.94,0,,
0.084178231,11/1/2016,7,0,10,16.86,14.74,83.04,9.8,29.17,29.96,37.63,,
0.8378706393,11/1/2016,8,0,10,18.75,14.7,71.92,11.76,29.18,29.97,559.5,,
0.5046015887,11/1/2016,9,0,10,21.28,14.3,62.12,15,29.19,29.98,1304,,
0.1641307254,11/1/2016,10,0,10,23.85,14.26,52.76,18.28,29.19,29.98,2408,,
0.0487373767,11/1/2016,11,0,10,24.57,14.38,51.28,21.64,29.18,29.97,3080.25,,
0.3380709863,11/1/2016,12,0,10,24.71,14.74,50.56,19.04,29.17,29.96,2942.5,,
0.0296166877,11/1/2016,13,0,10,25.73,15.02,49.16,15.88,29.15,29.94,2552.25,,
0.4152325038,11/1/2016,14,0,10,25.96,14.61,46.56,14.88,29.15,29.94,3046.25,,
0.9554653759,11/1/2016,15,0,10,25.55,15.04,49.32,13.8,29.15,29.94,2347.5,,
0.2446517055,11/1/2016,16,0,10,24.19,15.83,56.56,10.28,29.16,29.95,1037.5,,
0.3617993814,11/1/2016,17,0,10,21.86,15.99,63.92,6.84,29.19,29.98,154.76,,
0.4841858081,11/2/2016,6,0.65,10,16.11,13.41,86.53,3,29.32,30.11,0,,
0.0495777652,11/2/2016,7,0.44,10,16.62,14.05,83.76,4.56,29.34,30.13,43.13,,
0.9385484911,11/2/2016,8,0.92,10,18.7,14.58,72.36,5.84,29.34,30.14,316.75,,
0.3585914115,11/2/2016,9,0.81,10,20.93,14.45,64.6,7,29.34,30.14,1067,,
0.472544827,11/2/2016,10,0.73,10,22.27,15.21,63.16,8.64,29.35,30.14,1832.5,,
0.9698409205,11/2/2016,11,0.41,10,24.08,16.31,59.28,9.4,29.34,30.14,2064.5,,
0.6704861706,11/2/2016,12,0.99,7.12,23.15,17.01,74.81,5.04,29.34,30.13,2250.5,,
0.8328137861,11/2/2016,13,0.44,8.15,22.38,18.87,89.95,4.38,29.31,30.11,695,,
0.4279940568,11/2/2016,14,0.55,10,23.53,19.55,85.29,8.52,29.3,30.09,1173.5,,
0.7508313155,11/2/2016,15,0.76,10,23.3,19.61,84.97,6.2,29.3,30.09,949.5,,
0.5591808523,11/2/2016,16,0.9,10,22.76,19.51,88.89,6.28,29.3,30.09,442.25,,
0.5705773616,11/2/2016,17,0.45,7.4,20.19,18.09,89.23,16.03,29.3,30.1,61.46,,
0.8648815909,11/3/2016,6,1,3.85,15.95,15.36,96.45,8.89,29.36,30.16,0,,
0.3537758684,11/3/2016,7,1,2,15.55,14.99,96.34,7.29,29.39,30.19,15.17,,
0.9431677852,11/3/2016,8,1,3.08,15.46,14.99,96.58,7.3,29.4,30.2,288.5,,
0.4324955593,11/3/2016,9,1,2.56,15.72,15.26,96.72,5.96,29.4,30.2,501.75,,
0.1426096128,11/3/2016,10,1,4.96,16.71,15.27,90.47,10.11,29.41,30.22,1694,,
0.275442302,11/3/2016,11,0.97,5.55,16.83,14.41,88.39,9.22,29.4,30.21,1762.5,,
0.3489369603,11/3/2016,12,0.98,9.08,17.26,14.15,81.01,9.81,29.4,30.2,2215,,
0.1655297976,11/3/2016,13,0.83,10,17.54,13.92,79.6,8.76,29.41,30.21,1840.25,,
0.5280277042,11/3/2016,14,0.38,10,17.73,13.75,79.46,7.55,29.41,30.21,3071.75,,
0.5453034465,11/3/2016,15,0.02,10,17.97,13.52,75.17,6.72,29.41,30.21,2576.5,,
0.6652979571,11/3/2016,16,0,10,17.05,12.94,74.08,7.6,29.42,30.22,1071,,
0.8260091681,11/3/2016,17,0,10,14.71,12.33,78.08,6.68,29.44,30.24,142.1,,
0.4714525319,11/4/2016,6,0.14,9.04,6.2,6.3,91.32,2.84,29.61,30.42,0,,
0.1994015318,11/4/2016,7,0.14,10,7.58,6.34,83.84,7.04,29.64,30.44,72.45,,
0.8686099963,11/4/2016,8,0,10,9.98,6.85,78.68,6.68,29.65,30.45,956.75,,
0.3156963191,11/4/2016,9,0,10,12.1,6.89,69.44,6.76,29.65,30.45,2539,,
0.6150810786,11/4/2016,10,0,10,13.54,6.37,61.92,6.76,29.65,30.45,3570.25,,
0.1315575698,11/4/2016,11,0,10,14.63,7.19,60.56,4.72,29.64,30.44,4099.25,,
0.5375279677,11/4/2016,12,0,10,15.32,7.2,57.68,5.72,29.62,30.42,4318.75,,
0.140740019,11/4/2016,13,0,10,15.76,5.97,51.08,5.64,29.62,30.42,4177,,
0.5998214877,11/4/2016,14,0,10,16.12,6.28,51.08,5.16,29.61,30.41,3642.75,,
0.459303194,11/4/2016,15,0,10,15.83,5.97,50.44,6.4,29.6,30.4,2680,,
0.6449616805,11/4/2016,16,0,10,14.39,6.76,58.32,5.76,29.6,30.4,1107,,
0.1048341722,11/4/2016,17,0,10,12.14,7.05,67,0.2,29.59,30.39,137.68,,
0.6961816335,11/5/2016,6,0,8.36,4.17,4.27,90.6,1.08,29.6,30.4,0,,
0.8919606314,11/5/2016,7,0,9.88,5.68,5.12,86.12,2.68,29.62,30.42,98.88,,
0.9553975603,11/5/2016,8,0,10,9.43,6.63,77.32,4.08,29.62,30.42,737.75,,
0.3799101862,11/5/2016,9,0,10,12.31,7.2,67.6,7.04,29.62,30.42,2143.25,,
0.5859152626,11/5/2016,10,0,10,14.42,7.64,48.41,8.96,22.59,30.41,2768.25,,
0.6501350128,11/5/2016,11,0,10,15.81,8.44,59.84,6.96,29.59,30.39,3503.75,,
0.8133956182,11/5/2016,12,0,10,16.59,8.59,56.4,5.76,29.57,30.37,3607,,
0.2430517385,11/5/2016,13,0,10,17.01,8.71,53.76,5.36,29.55,30.35,3095.25,,
0.8884098672,11/5/2016,14,0,10,17.24,8.96,54.32,5.04,29.54,30.34,2286.25,,
0.7629119223,11/5/2016,15,0,10,16.9,8.96,55.6,6.2,29.54,30.34,1832.75,,
0.5341975365,11/5/2016,16,0,10,15.23,9.36,64.81,3.8,29.53,30.33,779.5,,
0.8163191644,11/5/2016,17,0,10,12.94,9.5,72.32,2.8,29.53,30.33,111.96,,
0.4961771213,11/6/2016,6,0.14,8.28,5.04,5.06,93.96,0.12,29.58,30.38,52.2,,
0.4994019724,11/6/2016,7,0.14,5.12,6.14,6.15,93.96,0.24,29.59,30.39,841,,
0.1124746164,11/6/2016,8,0,8.88,9.72,7.95,88.36,2.76,29.6,30.4,2329,,
0.0145705014,11/6/2016,9,0,10,12.73,8.99,77.2,2.12,29.61,30.41,3356.25,,
0.6107697783,11/6/2016,10,0,10,15.21,8.86,65.64,3.8,29.6,30.4,3888,,
0.877954795,11/6/2016,11,0,10,16.95,8.3,55.84,3.92,29.58,30.38,4108.5,,
0.7151105953,11/6/2016,12,0,10,18.08,7.53,49.36,6.2,29.55,30.35,3960.25,,
0.35181666,11/6/2016,13,0,10,18.86,7.56,46.04,8.12,29.53,30.33,3458.25,,
0.7319483552,11/6/2016,14,0,10,19.12,7.08,43.48,7.76,29.52,30.32,2481.5,,
0.1837504816,11/6/2016,15,0,10,18.64,7.05,44.12,7.12,29.51,30.31,889.25,,
0.8399753594,11/6/2016,16,0,10,16.61,8.15,52.68,4.2,29.51,30.31,117.55,,
0.9070956321,11/6/2016,17,0,10,13.71,8.59,66.4,0.28,29.51,30.31,0,,
0.8306851073,11/7/2016,6,0.14,10,5.65,5.04,88.04,0.32,29.52,30.32,50.62,,
0.2820543111,11/7/2016,7,0,10,6.38,5.7,86.12,0.24,29.53,30.33,842.5,,
0.9597916256,11/7/2016,8,0,10,10.36,7.33,80,3.44,29.54,30.34,2321.25,,
0.7122756736,11/7/2016,9,0,10,13.47,8.35,70.4,6,29.53,30.33,3363.25,,
